Tempo (ms);Trajetória 1;Trajetória 2
10029;23.3147254465165;39.6336636907267
10063;23.3485341391804;39.5891882983745
10095;23.3763035097673;39.5541047570214
10125;23.3951631894841;39.5322640055513
10162;23.4056261392513;39.5219419388017
10192;23.4098922437623;39.5191384232387
10227;23.4103905934518;39.5200971569863
10259;23.4090806266012;39.5222407209659
10293;23.407253618401;39.5242051505486
10325;23.4056020855859;39.5255043573145
10359;23.4043911969605;39.5261407398632
10391;23.4036348969868;39.5263055561483
10426;23.4032325790151;39.5262059083688
10457;23.4030560873078;39.5259957189954
10493;23.4029943317373;39.525764805744
10526;23.4029688742045;39.5255511555004
10560;23.4029334078806;39.5253601231934
10595;23.4028666493004;39.5251824501354
10628;23.4027641134432;39.5250070514711
10657;23.4026313192765;39.5248273916418
10692;23.4024790531293;39.5246424880881
10725;23.4023196259971;39.5244555130819
10760;23.4021633832753;39.5242723108767
10793;23.402016857562;39.5241000175251
10829;23.4018835470255;39.5239454574444
10859;23.4017655608477;39.5238140274449
10894;23.4016639237137;39.5237091035138
10926;23.4015776142615;39.5236309168923
10963;23.4015032653785;39.523576091061
10995;23.4014363429219;39.5235394648049
11026;23.4013723477111;39.5235161497167
11060;23.401306908724;39.5235015239613
11096;23.4012351450852;39.5234901234154
11127;23.4011510317732;39.5234750903065
11160;23.4010475823416;39.5234485277426
11191;23.4009187389652;39.5234031058435
11229;23.4007625926731;39.5233352520638
11259;23.4005834361375;39.5232478107474
11293;23.4003908974973;39.5231489417074
11325;23.4001971326339;39.523047818244
11362;23.4000133867481;39.5229509558021
11394;23.3998471086056;39.5228612506231
11428;23.3997014758519;39.522779122089
11457;23.3995773836176;39.5227045500948
11494;23.3994754984736;39.5226387747367
11526;23.3993964396245;39.5225846005022
11560;23.3993391863673;39.5225451651389
11593;23.3992994765742;39.5225222477018
11626;23.399269719587;39.5225150705426
11660;23.3992401274047;39.5225186620528
11695;23.3992002290442;39.5225214696785
11725;23.3991403473994;39.52250556496
11759;23.3990525864453;39.5224518056344
11792;23.3989317165865;39.5223474615567
11826;23.3987768000296;39.5221916898761
11857;23.3985921866671;39.5219947677021
11894;23.3983859693773;39.5217716310778
11926;23.3981672092847;39.5215356024276
11960;23.3979443252475;39.52129612345
11996;23.397724956553;39.5210595024384
12028;23.3975162257328;39.5208306978836
12059;23.397324356135;39.5206147004037
12095;23.39715341869;39.5204162475986
12126;23.3970038639851;39.5202379046174
12162;23.3968720015189;39.5200787833618
12191;23.3967512960281;39.5199354726036
12232;23.396634714143;39.519803592032
12260;23.3965162890551;39.5196784459979
12292;23.396391164997;39.5195554664669
12324;23.3962548344758;39.5194311723518
12360;23.3961026098589;39.5193041107958
12392;23.3959302084933;39.5191746293696
12426;23.3957354642946;39.51904350732
12459;23.3955195087601;39.5189109928235
12492;23.3952860990387;39.5187767756673
12525;23.3950403192583;39.5186400589844
12562;23.3947882477611;39.5184995404753
12592;23.3945368268642;39.5183538143773
12627;23.3942926327476;39.5182023231658
12658;23.3940603486177;39.5180463123748
12698;23.39384212136;39.5178892633769
12727;23.393637495048;39.5177368961274
12761;23.3934437614847;39.5175968596834
12794;23.3932570905186;39.5174776504324
12831;23.3930739780677;39.5173863239823
12859;23.3928919551912;39.5173251071891
12892;23.3927091325314;39.5172877727038
12924;23.3925233787884;39.5172586945088
12966;23.3923321653261;39.5172175441355
12991;23.3921331592831;39.5171472485639
13028;23.3919250099869;39.5170387376349
13060;23.3917079305603;39.516890494065
13094;23.3914839688339;39.5167071898127
13124;23.3912567601746;39.5164990449341
13160;23.3910304920196;39.5162794835076
13191;23.3908085544643;39.5160615815442
13226;23.3905931955435;39.5158551853541
13260;23.3903866132582;39.5156648086353
13298;23.3901921522247;39.5154895449366
13325;23.3900145257406;39.5153261405519
13361;23.3898593613352;39.5151729308928
13394;23.3897322093321;39.5150317541184
13427;23.3896368796524;39.5149075450032
13459;23.3895738428817;39.5148063054744
13496;23.389539451438;39.5147316762908
13524;23.3895262834794;39.5146819327449
13560;23.3895245969769;39.5146502621375
13591;23.3895238537312;39.5146275179532
13627;23.3895134096932;39.5146042398238
13658;23.389483004678;39.5145712068502
13693;23.3894244550369;39.5145201257259
13725;23.3893348467136;39.5144460902159
13759;23.389218760049;39.5143511534101
13792;23.3890869066171;39.5142452743211
13829;23.3889525080812;39.5141421963959
13861;23.3888282221659;39.5140530586784
13895;23.3887241367801;39.5139828491022
13926;23.3886466123408;39.5139312618767
13963;23.388597886387;39.5138950180387
13993;23.3885758641235;39.5138692566041
14031;23.3885744986614;39.5138484314317
14058;23.3885854308642;39.5138273789957
14092;23.3885998439189;39.5138023119634
14125;23.3886093015067;39.5137708311595
14159;23.3886057847265;39.5137303088267
14191;23.3885817858949;39.5136756504361
14226;23.3885305765016;39.5135984401193
14260;23.3884465280068;39.5134892997151
14295;23.3883263210138;39.5133434787362
14326;23.3881709109123;39.5131652732435
14359;23.3879864120381;39.5129664799154
14391;23.3877832789171;39.5127609153846
