Tempo (ms);Trajetória 1;Trajetória 2
35843;-21.5955611921248;-45.4345783504428
35873;-21.5951527856601;-45.4352906837628
35901;-21.599585543615;-45.4356939179523
35949;-21.6115738222545;-45.4359987709914
35980;-21.63150633683;-45.4363213091457
36016;-21.6550241947864;-45.4367039863585
36035;-21.6750306203068;-45.4371457509358
36081;-21.6871525506235;-45.4376265042139
36106;-21.6917638387141;-45.4381231351193
36138;-21.6915770648854;-45.4386174921524
36174;-21.68922140308;-45.4390986305282
36213;-21.6863943075201;-45.4395629258426
36242;-21.683872811458;-45.440012802194
36281;-21.6818332931427;-45.4404534457085
36308;-21.6801736701339;-45.4408894163377
36341;-21.6787254172509;-45.4413231967939
36379;-21.6773530895593;-45.4417553627576
36410;-21.6759797729118;-45.4421856184728
36447;-21.6745775106533;-45.4426141107998
36478;-21.6731477869484;-45.4430417439991
36498;-21.6717038409694;-45.4434693191504
36545;-21.6702590179485;-45.4438971238311
36572;-21.6688217683282;-45.444325629708
36611;-21.6673951298023;-45.4447565499771
36651;-21.6659773378391;-45.4451936999292
36677;-21.6645628280522;-45.4456428877196
36715;-21.6631449687687;-45.4461093055468
36749;-21.6617200292787;-45.4465931260399
36788;-21.6602896754198;-45.4470883680545
36814;-21.6588593553975;-45.4475871714042
36849;-21.6574332642582;-45.4480843064243
36879;-21.6560105838348;-45.4485780121977
36914;-21.6545863086777;-45.4490685697276
36948;-21.6531547005685;-45.4495567281974
36976;-21.6517115226194;-45.450042767402
37017;-21.6502542702136;-45.4505261827284
37052;-21.6487822003738;-45.4510058756363
37078;-21.6472960391416;-45.4514807503828
37105;-21.6457963016303;-45.451950512447
37140;-21.644279874887;-45.4524153473522
37185;-21.6427309956939;-45.4528706045176
37227;-21.6411052676606;-45.4532947353897
37252;-21.6393186037332;-45.4536370466342
37283;-21.6372629037783;-45.453818580396
37315;-21.634875801415;-45.4537638986454
37349;-21.6322908337828;-45.4534843910248
37384;-21.6300659960085;-45.4532266221558
37413;-21.6294147136928;-45.4536653030989
37453;-21.6322289683291;-45.4560334361643
37494;-21.6404990423653;-45.4619421477301
37521;-21.6546019235056;-45.4725108240544
37545;-21.6700826098031;-45.4864251812132
37576;-21.6733268984612;-45.4968770409491
37610;-21.6382748525172;-45.4883095866065
37646;-21.529126851837;-45.4357027870059
37677;-21.3132222767225;-45.3100928894249
37726;-20.9762076157339;-45.0896233717339
37748;-20.5242559832362;-44.7681575588075
37780;-19.9756301265969;-44.3551052229577
37820;-19.3545956909779;-43.8688623543759
37853;-18.6863810645329;-43.3293481636083
37878;-17.9896027084641;-42.7528183498798
37909;-17.2727795124547;-42.1485251082726
37936;-16.5393656552306;-41.5170802937826
